LEV 1:1	Domnul l-a chemat pe Moise și i-a vorbit din Cortul Întâlnirii, spunând:
LEV 26:25	Voi aduce împotriva voastră sabia răzbunătoare a legământului; iar când vă veți strânge în cetățile voastre, voi trimite ciuma în mijlocul vostru și veți fi dați în mâinile vrăjmașului.
LEV 26:26	Când vă voi frânge toiagul pâinii, zece femei vor coace pâinea voastră într-un singur cuptor și vă vor da pâinea cu cântarul; veți mânca, dar nu vă veți sătura.
LEV 26:27	Dacă nici după aceasta nu Mă veți asculta, ci veți umbla împotriva Mea,
LEV 26:28	voi umbla și Eu cu mânie împotriva voastră și vă voi pedepsi de șapte ori mai mult pentru păcatele voastre.
LEV 26:29	Veți mânca carnea fiilor voștri și veți mânca carnea fiicelor voastre.
LEV 26:30	Voi nimici înălțimile voastre, voi tăia stâlpii voștri ai soarelui și voi arunca stârvurile voastre peste stârvurile idolilor voștri, iar sufletul Meu vă va urî.
LEV 26:31	Voi preface cetățile voastre în dărâmături, voi pustii Lăcașurile voastre sfinte și nu voi mai mirosi mirosul plăcut al jertfelor voastre.
LEV 26:32	Voi pustii țara, încât vrăjmașii voștri care vor locui în ea vor rămâne încremeniți de ea.
LEV 26:33	Iar pe voi vă voi împrăștia printre neamuri și voi scoate sabia după voi; țara voastră va fi pustiită și cetățile voastre vor fi dărâmături.
LEV 26:34	Atunci pământul își va bucura Sabatele în toate zilele cât va fi pustiit și cât veți fi în țara vrăjmașilor voștri; atunci pământul se va odihni și își va bucura Sabatele.
LEV 26:35	În toate zilele cât va fi pustiit va avea odihna pe care nu a avut-o în Sabatele voastre, când locuiați în el.
LEV 26:36	Celor ce vor mai rămâne dintre voi le voi băga frică în inimă în țările vrăjmașilor lor: freamătul unei frunze suflate de vânt îi va pune pe fugă; vor fugi cum se fuge de sabie și vor cădea fără să-i urmărească nimeni.
LEV 26:37	Se vor poticni unii de alții ca în fața sabiei, fără să fie vreun urmăritor, și nu veți putea sta în picioare înaintea vrăjmașilor voștri.
LEV 26:38	Veți pieri printre neamuri și țara vrăjmașilor voștri vă va mânca.
LEV 26:39	Iar cei ce vor mai rămâne dintre voi vor tânji din cauza nelegiuirii lor în țările vrăjmașilor lor, și din cauza nelegiuirilor părinților lor vor tânji împreună cu ei.
LEV 26:40	Își vor mărturisi nelegiuirea lor și nelegiuirea părinților lor, abaterile prin care s-au abătut de la Mine și prin care au umblat împotriva Mea,
LEV 26:41	din care cauză și Eu am umblat împotriva lor și i-am dus în țara vrăjmașilor lor. Dacă atunci inima lor netăiată împrejur se va smeri și își vor primi pedeapsa nelegiuirii lor,
LEV 26:42	Îmi voi aduce aminte de legământul Meu cu Iacov, de legământul Meu cu Isaac și de legământul Meu cu Avraam, și Îmi voi aduce aminte de țară.
LEV 26:43	Căci pământul va fi părăsit de ei și își va bucura Sabatele cât va fi pustiit fără ei; iar ei își vor primi pedeapsa nelegiuirii lor, pentru că au nesocotit judecățile Mele și sufletul lor a urât rânduielile Mele.
LEV 26:44	Dar chiar și așa, când vor fi în țara vrăjmașilor lor, nu-i voi lepăda și nu-i voi urî până acolo încât să-i nimicesc de tot și să calc legământul Meu cu ei; căci Eu sunt Domnul Dumnezeul lor!
LEV 26:45	Ci Îmi voi aduce aminte pentru ei de legământul cu strămoșii lor, pe care i-am scos din țara Egiptului sub ochii neamurilor, ca să le fiu Dumnezeu. Eu sunt Domnul!”
LEV 26:46	Acestea sunt rânduielile, judecățile și legile pe care le-a statornicit Domnul între Sine și fiii lui Israel, pe Muntele Sinai, prin Moise.
LEV 27:1	Domnul i-a vorbit lui Moise, spunând:
LEV 27:2	„Vorbește fiilor lui Israel și spune-le: Când cineva va face o juruință deosebită Domnului, evaluarea persoanelor va fi a Domnului.
LEV 27:3	Evaluarea ta pentru un bărbat de la douăzeci de ani până la șaizeci de ani va fi de cincizeci de șecheli de argint, după șechelul sfântului lăcaș.
LEV 27:4	Dacă este femeie, evaluarea ta va fi de treizeci de șecheli.
LEV 27:5	Dacă este de la cinci ani până la douăzeci de ani, evaluarea ta pentru un băiat va fi de douăzeci de șecheli, iar pentru o fată de zece șecheli.
LEV 27:6	Dacă este de la o lună până la cinci ani, evaluarea ta pentru un băiat va fi de cinci șecheli de argint, iar pentru o fată evaluarea ta va fi de trei șecheli de argint.
LEV 27:7	Dacă este de la șaizeci de ani în sus, pentru un bărbat evaluarea ta va fi de cincisprezece șecheli, iar pentru o femeie de zece șecheli.
LEV 27:8	Dar dacă este prea sărac pentru evaluarea ta, să fie înfățișat înaintea preotului și preotul îl va evalua; preotul îl va evalua potrivit mijloacelor celui ce a făcut juruința.
LEV 27:9	Dacă este vorba de un animal din cele ce se aduc ca prinos Domnului, tot ce se va da Domnului din el va fi sfânt.
LEV 27:10	Să nu-l schimbe și să nu-l înlocuiască, nici bun cu rău, nici rău cu bun; iar dacă va înlocui un animal cu altul, atât animalul inițial, cât și cel cu care a fost înlocuit vor fi sfinte.
LEV 27:11	Dacă este vorba de un animal necurat din cele ce nu se pot aduce ca prinos Domnului, să înfățișeze animalul înaintea preotului.
LEV 27:12	Preotul îl va evalua, fie bun, fie rău; cum îl va evalua preotul, așa va fi.
LEV 27:13	Dar dacă va dori să-l răscumpere, să adauge o cincime peste evaluarea ta.
LEV 27:14	Când cineva își va consacra casa ca lucru sfânt Domnului, preotul o va evalua, fie bună, fie rea; cum o va evalua preotul, așa va rămâne.
LEV 27:15	Dacă cel ce și-a consacrat casa va dori să o răscumpere, să adauge o cincime din banii evaluării tale peste ea și va fi a lui.
LEV 27:16	Dacă cineva va consacra Domnului o parte din ogorul moșiei sale, evaluarea ta va fi potrivit semănăturii lui: o semănătură de un homer de orz va fi prețuită la cincizeci de șecheli de argint.
LEV 27:17	Dacă își va consacra ogorul din anul de Jubileu, va rămâne potrivit evaluării tale.
LEV 27:18	Dar dacă își va consacra ogorul după Jubileu, preotul îi va calcula banii potrivit anilor rămași până la anul de Jubileu și se va scădea din evaluarea ta.
LEV 27:19	Dacă cel ce și-a consacrat ogorul va dori să-l răscumpere, să adauge o cincime din banii evaluării tale peste ea și îi va rămâne lui.
LEV 27:20	Dar dacă nu va răscumpăra ogorul și dacă ogorul va fi vândut altui om, nu va mai putea fi răscumpărat;
LEV 27:21	ci ogorul, când va fi eliberat la Jubileu, va fi sfânt pentru Domnul, ca un ogor consacrat prin blestem; moșia lui va fi a preotului.
LEV 27:22	Dacă cineva va consacra Domnului un ogor cumpărat de el, care nu este din ogorul moșiei sale,
LEV 27:23	preotul îi va calcula suma evaluării tale până la anul de Jubileu și omul va da în ziua aceea suma evaluării ca lucru sfânt Domnului.
LEV 27:24	La anul de Jubileu ogorul se va întoarce la cel de la care fusese cumpărat, la cel a cărui moșie era pământul.
LEV 27:25	Toate evaluările tale se vor face după șechelul sfântului lăcaș: douăzeci de gere fac un șechel.
LEV 27:26	Totuși întâiul născut dintre animale, care aparține Domnului ca întâi născut, nimeni să nu-l consacrice: fie taur, fie miel, este al Domnului.
LEV 27:27	Dacă este vorba de un animal necurat, îl va răscumpăra după evaluarea ta, adăugând o cincime peste ea; iar dacă nu este răscumpărat, să fie vândut potrivit evaluării tale.
LEV 27:28	Totuși niciun lucru consacrat prin blestem, pe care un om îl va consacra Domnului prin blestem din tot ce are, fie om, fie animal, fie ogorul moșiei sale, nu se va putea vinde și nici răscumpăra: orice lucru consacrat prin blestem este preasfânt pentru Domnul.
LEV 27:29	Niciun om consacrat prin blestem, care va fi dat nimicii dintre oameni, nu va putea fi răscumpărat; va fi dat la moarte.
LEV 27:30	Orice zeciuială din pământ, fie din semințele pământului, fie din rodul pomilor, este a Domnului: este un lucru sfânt pentru Domnul.
LEV 27:31	Dacă cineva va dori să răscumpere ceva din zeciuiala sa, să adauge o cincime peste ea.
LEV 27:32	Orice zeciuială din cireadă și din turmă, din tot ce trece sub toiag, al zecelea va fi sfânt pentru Domnul.
LEV 27:33	Să nu cerceteze dacă este bun sau rău și să nu-l schimbe; iar dacă îl va schimba, atât el, cât și cel cu care a fost schimbat vor fi sfinte și nu vor putea fi răscumpărate.”
LEV 27:34	Acestea sunt poruncile pe care le-a dat Domnul lui Moise pentru fiii lui Israel pe Muntele Sinai.
